uid,gid,player,team,details,pstat,gstat
4086,4202,CP-1950,HOU,Knee,Full Participation in Practice,Probable
4087,4202,MB-4950,HOU,Shoulder,Full Participation in Practice,Probable
4088,4202,AL-1100,IND,Abdomen,Did Not Participate In Practice,Out
4089,4202,CA-0900,IND,Ankle,Did Not Participate In Practice,Out
4090,4202,MH-1600,IND,Back,Limited Participation in Practice,Probable
4091,4202,HT-0600,IND,Elbow,Full Participation in Practice,Probable
4092,4202,EW-0100,IND,Foot,Full Participation in Practice,Probable
4093,4202,JF-3060,IND,Hamstring,Full Participation in Practice,Probable
4094,4202,AC-1200,IND,Knee,Full Participation in Practice,Probable
4095,4202,DS-2350,IND,Knee,Did Not Participate In Practice,Out
4096,4202,GT-0300,IND,Knee,Limited Participation in Practice,Questionable
4097,4202,VD-0200,IND,Knee,Full Participation in Practice,Probable
4098,4202,DJ-0500,IND,Quadricep,Limited Participation in Practice,Probable
4099,4202,DM-2775,IND,Toe,Did Not Participate In Practice,Questionable
4100,4202,JD-2550,IND,Toe,Full Participation in Practice,Probable
4101,4203,JS-6700,CAR,Foot,Did Not Participate In Practice,Out
4102,4203,BB-2050,CAR,Groin,Full Participation in Practice,Probable
4103,4203,CJ-2300,CAR,Groin,Did Not Participate In Practice,Doubtful
4104,4203,DM-0650,CAR,Hamstring,Did Not Participate In Practice,Out
4105,4203,CT-1500,CAR,Knee,Full Participation in Practice,Probable
4106,4203,GO-0100,CAR,Knee,Full Participation in Practice,Probable
4107,4203,DE-0500,CAR,Not Injury Related,Full Participation in Practice,Probable
4108,4203,JA-0900,CAR,Not Injury Related,Full Participation in Practice,Probable
4109,4203,JC-5400,CAR,Not Injury Related,Full Participation in Practice,Probable
4110,4203,RH-0700,CAR,Not Injury Related,Full Participation in Practice,Probable
4111,4203,RK-0100,CAR,Not Injury Related,Full Participation in Practice,Probable
4112,4203,TD-0700,CAR,Not Injury Related,Full Participation in Practice,Probable
4113,4203,TG-0900,CAR,Not Injury Related,Full Participation in Practice,Probable
4114,4203,EF-0075,NYG,Ankle,Limited Participation in Practice,Questionable
4115,4203,JT-1300,NYG,Ankle,Limited Participation in Practice,Questionable
4116,4203,GS-0800,NYG,Concussion,Did Not Participate In Practice,Out
4117,4203,DK-0465,NYG,Foot,Did Not Participate In Practice,Out
4118,4203,MK-1700,NYG,Knee,Did Not Participate In Practice,Out
4119,4203,DH-1800,NYG,Shoulder,Limited Participation in Practice,Questionable
4120,4204,CJ-2050,NE,Abdomen,Full Participation in Practice,Probable
4121,4204,DM-1300,NE,Ankle,Limited Participation in Practice,Questionable
4122,4204,JE-0100,NE,Foot,Limited Participation in Practice,Doubtful
4123,4204,PC-0300,NE,Foot,Limited Participation in Practice,Questionable
4124,4204,JC-3518,NE,Hand,Limited Participation in Practice,Probable
4125,4204,JF-3150,NE,Hand,Did Not Participate In Practice,Out
4126,4204,EM-0270,NE,Illness,Did Not Participate In Practice,Out
4127,4204,TB-2300,NE,Illness,Did Not Participate In Practice,Questionable
4128,4204,DA-0900,NE,Knee,Limited Participation in Practice,Probable
4129,4204,DH-2950,NE,Knee,Limited Participation in Practice,Questionable
4130,4204,SC-0400,NE,Knee,Limited Participation in Practice,Questionable
4131,4204,BS-4350,NE,Not Injury Related,Did Not Participate In Practice,Probable
4132,4204,RG-2200,NE,Not Injury Related,Did Not Participate In Practice,Probable
4133,4204,MS-2100,NE,Other-Stinger,Limited Participation in Practice,Questionable
4134,4204,JK-1650,NE,Shoulder,Limited Participation in Practice,Questionable
4135,4204,LB-0500,NE,,Did Not Participate In Practice,
4136,4204,PS-0950,TEN,Foot,Did Not Participate In Practice,Questionable
4137,4204,DS-1400,TEN,Hamstring,Did Not Participate In Practice,Out
4138,4204,DB-0950,TEN,Hip,Full Participation in Practice,Probable
4139,4204,MM-1030,TEN,Knee,Did Not Participate In Practice,Out
4140,4204,SH-1000,TEN,Knee,Full Participation in Practice,Probable
4141,4204,KW-2550,TEN,Ribs,Did Not Participate In Practice,Out
4142,4204,DM-3600,TEN,Shoulder,Did Not Participate In Practice,Out
4143,4205,JM-4550,BUF,Ankle,Limited Participation in Practice,Probable
4144,4205,NB-0500,BUF,Ankle,Did Not Participate In Practice,Out
4145,4205,CC-2100,BUF,Back,Did Not Participate In Practice,Out
4146,4205,JF-1000,BUF,Back,Full Participation in Practice,Probable
4147,4205,RB-3350,BUF,Concussion,Limited Participation in Practice,Out
4148,4205,PB-0750,BUF,Hamstring,Limited Participation in Practice,Probable
4149,4205,RW-4050,BUF,Hip,Limited Participation in Practice,Probable
4150,4205,MW-2300,BUF,Illness,Limited Participation in Practice,Questionable
4151,4205,SH-0650,BUF,Illness,Did Not Participate In Practice,Out
4152,4205,BR-0150,BUF,Knee,Limited Participation in Practice,Questionable
4153,4205,KW-1150,BUF,Shoulder,Limited Participation in Practice,Questionable
4154,4205,CG-1650,BUF,,Limited Participation in Practice,
4155,4205,RG-1650,WAS,Abdomen,Full Participation in Practice,Probable
4156,4205,PR-0200,WAS,Foot,Out (Definitely Will Not Play),Out
4157,4205,TW-2800,WAS,Foot,Full Participation in Practice,Probable
4158,4205,JJ-3200,WAS,Hamstring,Limited Participation in Practice,Questionable
4159,4205,AR-1100,WAS,Knee,Did Not Participate In Practice,Out
4160,4205,DJ-0200,WAS,Knee,Limited Participation in Practice,Probable
4161,4205,JH-2800,WAS,Neck,Limited Participation in Practice,Questionable
4162,4205,CT-1220,WAS,Shoulder,Limited Participation in Practice,Questionable
4163,4205,KR-0950,WAS,Shoulder,Limited Participation in Practice,Questionable
4164,4205,WC-0300,WAS,Shoulder,Full Participation in Practice,Probable
4165,4205,DH-0700,WAS,Toe,Full Participation in Practice,Probable
4166,4205,DG-1300,WAS,Wrist,Full Participation in Practice,Probable
4167,4206,AM-1200,BAL,Ankle,Did Not Participate In Practice,Doubtful
4168,4206,MY-0100,BAL,Ankle,Full Participation in Practice,Probable
4169,4206,CG-1030,BAL,Back,Did Not Participate In Practice,Out
4170,4206,KA-1000,BAL,Back,Did Not Participate In Practice,Doubtful
4171,4206,MB-4050,BAL,Back,Did Not Participate In Practice,Doubtful
4172,4206,TW-1350,BAL,Calf,Did Not Participate In Practice,Questionable
4173,4206,MS-0200,BAL,Chest,Full Participation in Practice,Probable
4174,4206,KO-0750,BAL,Knee,Full Participation in Practice,Probable
4175,4206,DS-2700,BAL,Not Injury Related,Full Participation in Practice,Probable
4176,4206,ED-1000,BAL,Not Injury Related,Full Participation in Practice,Probable
4177,4206,JA-1050,KC,Ankle,Limited Participation in Practice,Questionable
4178,4206,DT-0850,KC,Concussion,Did Not Participate In Practice,Out
4179,4206,HA-0200,KC,Concussion,Did Not Participate In Practice,Out
4180,4206,MD-0300,KC,Concussion,Full Participation in Practice,Probable
4181,4206,TK-0150,KC,Groin,Full Participation in Practice,Probable
4182,4206,JH-5500,KC,Knee,Did Not Participate In Practice,Out
4183,4206,TH-0200,KC,Knee,Did Not Participate In Practice,Probable
4184,4206,SW-0350,KC,Rib,Limited Participation in Practice,Questionable
4185,4206,CD-0300,KC,Toe,Full Participation in Practice,Probable
4186,4207,AH-1900,CLE,Concussion,Did Not Participate In Practice,Out
4187,4207,GW-1675,CLE,Concussion,Did Not Participate In Practice,Out
4188,4207,JG-1250,CLE,Concussion,Limited Participation in Practice,Questionable
4189,4207,JB-0450,CLE,Elbow,Full Participation in Practice,Probable
4190,4207,JT-1600,CLE,Knee,Full Participation in Practice,Probable
4191,4207,MM-4500,CLE,Ribs,Limited Participation in Practice,Questionable
4192,4207,JM-0850,CLE,Right Elbow,Full Participation in Practice,Probable
4193,4207,TC-2450,CLE,Right Groin,Limited Participation in Practice,Questionable
4194,4207,KW-1550,CLE,Shoulder,Limited Participation in Practice,Questionable
4195,4207,RS-2800,CLE,,Full Participation in Practice,
4196,4207,ML-2500,SEA,Abdomen,Out (Definitely Will Not Play),Out
4197,4207,DS-1730,SEA,Ankle,Full Participation in Practice,Questionable
4198,4207,DD-1800,SEA,Concussion,Full Participation in Practice,Probable
4199,4207,AM-1400,SEA,Knee,Out (Definitely Will Not Play),Out
4200,4207,CA-1300,SEA,Not Injury Related,Full Participation in Practice,Probable
4201,4207,KC-0900,SEA,Pelvis,Did Not Participate In Practice,Questionable
4202,4207,LW-1450,SEA,Rib,Full Participation in Practice,Probable
4203,4207,JH-4050,SEA,Toe,Out (Definitely Will Not Play),Out
4204,4207,MB-1900,SEA,Toe,Full Participation in Practice,Probable
4205,4208,BB-3700,GB,Ankle,Limited Participation in Practice,Probable
4206,4208,CL-0975,GB,Ankle,Limited Participation in Practice,Questionable
4207,4208,CM-0900,GB,Ankle,Limited Participation in Practice,Probable
4208,4208,TM-3150,GB,Ankle,Did Not Participate In Practice,Out
4209,4208,JS-3500,GB,Back,Limited Participation in Practice,Probable
4210,4208,SS-1300,GB,Concussion,Did Not Participate In Practice,Out
4211,4208,DA-0212,GB,Foot,Limited Participation in Practice,Questionable
4212,4208,CH-2250,GB,Hamstring,Full Participation in Practice,Probable
4213,4208,MD-0060,GB,Hamstring,Limited Participation in Practice,Questionable
4214,4208,DB-0350,GB,Knee,Limited Participation in Practice,Probable
4215,4208,NP-0130,GB,Shoulder,Limited Participation in Practice,Probable
4216,4208,TL-0300,GB,Shoulder,Limited Participation in Practice,Questionable
4217,4208,SH-0150,OAK,Ankle,Full Participation in Practice,Probable
4218,4208,AC-2350,OAK,Foot,Limited Participation in Practice,Probable
4219,4208,AH-3700,OAK,Knee,Did Not Participate In Practice,Out
4220,4208,KM-0050,OAK,Knee,Limited Participation in Practice,Probable
4221,4208,NA-0100,OAK,Knee,Did Not Participate In Practice,Out
4222,4208,TJ-2400,OAK,Knee,Full Participation in Practice,Probable
4223,4208,NT-0150,OAK,Neck,Limited Participation in Practice,Questionable
4224,4208,CW-3700,OAK,Shoulder,Full Participation in Practice,Probable
4225,4209,BF-0950,DEN,Ankle,Limited Participation in Practice,Questionable
4226,4209,CA-0750,DEN,Ankle,Limited Participation in Practice,Questionable
4227,4209,EM-0400,DEN,Ankle,Limited Participation in Practice,Questionable
4228,4209,SW-1750,DEN,Ankle,Full Participation in Practice,Probable
4229,4209,TW-0600,DEN,Ankle,Did Not Participate In Practice,Out
4230,4209,DW-1100,DEN,Back,Full Participation in Practice,Probable
4231,4209,DT-1950,DEN,Concussion,Full Participation in Practice,Probable
4232,4209,ES-0200,DEN,Finger,Full Participation in Practice,Probable
4233,4209,PM-0200,DEN,Foot,Did Not Participate In Practice,Out
4234,4209,RH-2350,DEN,Foot,Full Participation in Practice,Probable
4235,4209,CL-0275,DEN,Hamstring,Full Participation in Practice,Probable
4236,4209,DS-4300,DEN,Hamstring,Did Not Participate In Practice,Questionable
4237,4209,LM-1020,DEN,Hamstring,Did Not Participate In Practice,Out
4238,4209,OB-0150,DEN,Hamstring,Did Not Participate In Practice,Out
4239,4209,DB-5100,DEN,Knee,Full Participation in Practice,Probable
4240,4209,OD-0100,DEN,Knee,Full Participation in Practice,Probable
4241,4209,RH-1000,DEN,Knee,Full Participation in Practice,Probable
4242,4209,DT-0900,DEN,Not Injury Related,Full Participation in Practice,Probable
4243,4209,MJ-0030,DEN,Not Injury Related,Full Participation in Practice,Probable
4244,4209,AC-0100,DEN,Quadricep,Limited Participation in Practice,Questionable
4245,4209,TD-0725,DEN,Shoulder,Limited Participation in Practice,Questionable
4246,4209,VW-0100,DEN,Shoulder,Full Participation in Practice,Probable
4247,4209,BD-1200,PIT,Back,Full Participation in Practice,Probable
4248,4209,DW-3600,PIT,Illness,Limited Participation in Practice,Probable
4249,4209,MS-3400,PIT,Knee,Full Participation in Practice,Probable
4250,4209,RS-0962,PIT,Knee,Full Participation in Practice,Probable
4251,4209,JH-2100,PIT,Not Injury Related,Full Participation in Practice,Probable
4252,4209,WA-0100,PIT,Not Injury Related,Full Participation in Practice,Probable
4253,4209,WG-0500,PIT,Not Injury Related,Full Participation in Practice,Probable
4254,4209,HM-0200,PIT,Rib,Full Participation in Practice,Probable
4255,4209,MM-3700,PIT,Shoulder,Full Participation in Practice,Probable
4256,4210,JJ-1620,MIA,Ankle,Did Not Participate In Practice,Doubtful
4257,4210,LM-1150,MIA,Ankle,Full Participation in Practice,Probable
4258,4210,DW-3125,MIA,Back,Full Participation in Practice,Probable
4259,4210,BT-1250,MIA,Calf,Full Participation in Practice,Probable
4260,4210,EM-1200,MIA,Calf,Did Not Participate In Practice,Out
4261,4210,BM-0775,MIA,Concussion,Full Participation in Practice,Questionable
4262,4210,JL-0215,MIA,Knee,Limited Participation in Practice,Probable
4263,4210,RM-1500,MIA,Ribs,Limited Participation in Practice,Questionable
4264,4210,JJ-0650,MIA,Toe,Did Not Participate In Practice,Out
4265,4210,CH-0200,SD,Abdomen,Full Participation in Practice,Probable
4266,4210,KD-1600,SD,Ankle,Did Not Participate In Practice,Out
4267,4210,LG-0750,SD,Ankle,Limited Participation in Practice,Questionable
4268,4210,DF-1250,SD,Concussion,Full Participation in Practice,Probable
4269,4210,SJ-0600,SD,Groin,Did Not Participate In Practice,Doubtful
4270,4210,SW-1720,SD,Hip,Limited Participation in Practice,Questionable
4271,4210,OF-0100,SD,Illness,Full Participation in Practice,Probable
4272,4210,DI-0075,SD,Neck,Full Participation in Practice,Probable
4273,4210,JH-3450,SD,Shoulder,Full Participation in Practice,Probable
4274,4210,SL-0700,SD,Shoulder,Limited Participation in Practice,Questionable
4275,4211,LH-0300,CIN,Back,Full Participation in Practice,Probable
4276,4211,MJ-1800,CIN,Back,Full Participation in Practice,Probable
4277,4211,JF-1750,CIN,Concussion,Out (Definitely Will Not Play),Out
4278,4211,TE-0300,CIN,Concussion,Out (Definitely Will Not Play),Out
4279,4211,RB-2275,CIN,Finger,Full Participation in Practice,Probable
4280,4211,AJ-1200,CIN,Foot,Full Participation in Practice,Probable
4281,4211,GI-1300,CIN,Groin,Out (Definitely Will Not Play),Out
4282,4211,AW-1100,CIN,Knee,Full Participation in Practice,Probable
4283,4211,DK-0750,CIN,Knee,Full Participation in Practice,Probable
4284,4211,VB-0350,CIN,Knee,Full Participation in Practice,Probable
4285,4211,AD-0100,CIN,Right Thumb,Out (Definitely Will Not Play),Out
4286,4211,JT-0650,SF,Ankle,Full Participation in Practice,Probable
4287,4211,MM-0925,SF,Ankle,Full Participation in Practice,Probable
4288,4211,MW-1750,SF,Ankle,Did Not Participate In Practice,Out
4289,4211,TS-2300,SF,Back,Limited Participation in Practice,Questionable
4290,4211,AL-1200,SF,Concussion,Limited Participation in Practice,Questionable
4291,4211,KG-0350,SF,Concussion,Full Participation in Practice,Probable
4292,4211,VM-0250,SF,Concussion,Full Participation in Practice,Probable
4293,4211,JW-0750,SF,Elbow,Full Participation in Practice,Probable
4294,4211,JS-3300,SF,Finger,Full Participation in Practice,Probable
4295,4211,AB-2000,SF,Hamstring,Full Participation in Practice,Probable
4296,4211,TB-2700,SF,Hamstring,Limited Participation in Practice,Questionable
4297,4211,MC-2950,SF,Hip,Full Participation in Practice,Probable
4298,4211,AB-2100,SF,Knee,Did Not Participate In Practice,Out
4299,4211,AT-0750,SF,Knee,Full Participation in Practice,Probable
4300,4211,EP-0300,SF,Knee,Full Participation in Practice,Probable
4301,4211,JS-5700,SF,Knee,Full Participation in Practice,Probable
4302,4211,AA-0562,SF,Shoulder,Full Participation in Practice,Probable
4303,4211,AB-3100,SF,Shoulder,Full Participation in Practice,Probable
4304,4211,EH-0150,SF,Shoulder,Full Participation in Practice,Probable
4305,4211,ER-0150,SF,Shoulder,Full Participation in Practice,Probable
4306,4211,MP-2550,SF,Shoulder,Full Participation in Practice,Probable
4307,4211,NB-0400,SF,Shoulder,Full Participation in Practice,Probable
4308,4211,QD-0200,SF,Shoulder,Full Participation in Practice,Probable
4309,4212,CR-0500,ARI,Ankle,Did Not Participate In Practice,Doubtful
4310,4212,FR-0200,ARI,Ankle,Limited Participation in Practice,Questionable
4311,4212,LF-0200,ARI,Ankle,Full Participation in Practice,Probable
4312,4212,PP-0400,ARI,Ankle,Limited Participation in Practice,Questionable
4313,4212,RJ-0900,ARI,Ankle,Did Not Participate In Practice,Questionable
4314,4212,JP-4100,ARI,Calf,Limited Participation in Practice,Questionable
4315,4212,BG-0750,ARI,Concussion,Full Participation in Practice,Probable
4316,4212,SW-0700,ARI,Illness,Full Participation in Practice,Probable
4317,4212,JG-3700,ARI,Knee,Limited Participation in Practice,Questionable
4318,4212,LS-0500,ARI,Knee,Did Not Participate In Practice,Questionable
4319,4212,AE-0750,ARI,Toe,Limited Participation in Practice,Questionable
4320,4212,BM-0600,PHI,Ankle,Full Participation in Practice,Probable
4321,4212,CT-1300,PHI,Ankle,Full Participation in Practice,Probable
4322,4212,ER-0475,PHI,Ankle,Full Participation in Practice,Probable
4323,4212,JM-1550,PHI,Back,Full Participation in Practice,Probable
4324,4212,AB-0500,PHI,Calf,Full Participation in Practice,Probable
4325,4212,MS-2550,PHI,Hamstring,Full Participation in Practice,Probable
4326,4212,VC-0400,PHI,Illness,Full Participation in Practice,Probable
4327,4212,BL-1350,PHI,Knee,Full Participation in Practice,Probable
4328,4212,MT-1100,PHI,Knee,Full Participation in Practice,Probable
4329,4212,SB-1100,PHI,Left Shoulder,Full Participation in Practice,Probable
4330,4212,LJ-0850,PHI,Shoulder,Full Participation in Practice,Probable
4331,4213,CJ-1100,DET,Ankle,Did Not Participate In Practice,Questionable
4332,4213,GQ-0100,DET,Ankle,Limited Participation in Practice,Questionable
4333,4213,LM-1500,DET,Ankle,Full Participation in Practice,Probable
4334,4213,EE-0050,DET,Illness,Did Not Participate In Practice,Questionable
4335,4213,MO-0250,DET,Knee,Limited Participation in Practice,Questionable
4336,4213,HN-0300,DET,Neck,Limited Participation in Practice,Questionable
4337,4213,JE-1000,NO,Ankle,Limited Participation in Practice,Probable
4338,4213,JJ-1650,NO,Concussion,Limited Participation in Practice,Probable
4339,4213,ZS-0200,NO,Hip,Limited Participation in Practice,Probable
4340,4213,JB-8800,NO,Knee,Limited Participation in Practice,Probable
4341,4213,TA-0850,NO,Knee,Limited Participation in Practice,Probable
4342,4213,MC-2400,NO,Not Injury Related,Full Participation in Practice,Probable
4343,4214,SR-0750,OAK,Abdomen,Full Participation in Practice,Probable
4344,4214,AC-2350,OAK,Foot,Full Participation in Practice,Probable
4345,4214,KM-0050,OAK,Knee,Full Participation in Practice,Probable
4346,4214,NA-0100,OAK,Knee,Did Not Participate In Practice,Out
4347,4214,ME-0425,OAK,Neck,Out (Definitely Will Not Play),Out
4348,4214,NT-0150,OAK,Neck,Limited Participation in Practice,Questionable
4349,4214,CW-3700,OAK,Shoulder,Full Participation in Practice,Probable
4350,4214,DA-2050,OAK,,Did Not Participate In Practice,
4351,4214,CH-0200,SD,Abdomen,Limited Participation in Practice,Probable
4352,4214,KD-1600,SD,Ankle,Did Not Participate In Practice,Out
4353,4214,LG-0750,SD,Ankle,Did Not Participate In Practice,Questionable
4354,4214,KE-0550,SD,Concussion,Did Not Participate In Practice,Out
4355,4214,SJ-0600,SD,Groin,Limited Participation in Practice,Questionable
4356,4214,SW-1720,SD,Hip,Full Participation in Practice,Probable
4357,4214,SL-0700,SD,Shoulder,Did Not Participate In Practice,Out
4358,4214,MG-1150,SD,,Did Not Participate In Practice,
4359,4215,SA-0500,PHI,Ankle,Did Not Participate In Practice,Questionable
4360,4215,BL-1350,PHI,Calf,Did Not Participate In Practice,Questionable
4361,4215,ER-0475,PHI,Concussion,Full Participation in Practice,Probable
4362,4215,SB-1100,PHI,Left Shoulder,Full Participation in Practice,Probable
4363,4215,BM-0600,PHI,Shoulder,Did Not Participate In Practice,Questionable
4364,4215,RG-1650,WAS,Abdomen,Limited Participation in Practice,Questionable
4365,4215,JL-1250,WAS,Ankle,Limited Participation in Practice,Questionable
4366,4215,MM-5450,WAS,Ankle,Limited Participation in Practice,Questionable
4367,4215,KG-0700,WAS,Calf,Full Participation in Practice,Probable
4368,4215,FK-0100,WAS,Finger,Full Participation in Practice,Probable
4369,4215,DJ-0200,WAS,Foot,Full Participation in Practice,Probable
4370,4215,PR-0200,WAS,Foot,Did Not Participate In Practice,Out
4371,4215,JJ-3200,WAS,Hamstring,Full Participation in Practice,Probable
4372,4215,MJ-2275,WAS,Hip,Limited Participation in Practice,Questionable
4373,4215,JH-2800,WAS,Neck,Full Participation in Practice,Probable
4374,4215,WC-0300,WAS,Neck,Full Participation in Practice,Probable
4375,4215,DG-1300,WAS,Rib,Limited Participation in Practice,Questionable
4376,4215,CT-1220,WAS,Shoulder,Full Participation in Practice,Probable
4377,4215,JR-1150,WAS,Shoulder,Full Participation in Practice,Probable
4378,4215,KR-0950,WAS,Shoulder,Full Participation in Practice,Probable
4379,4215,RK-0500,WAS,Toe,Full Participation in Practice,Probable
4380,4216,CJ-2050,NE,Abdomen,Full Participation in Practice,Probable
4381,4216,DM-1300,NE,Ankle,Limited Participation in Practice,Questionable
4382,4216,NE-0250,NE,Ankle,Limited Participation in Practice,Questionable
4383,4216,BL-0100,NE,Foot,Limited Participation in Practice,Questionable
4384,4216,JE-0100,NE,Foot,Limited Participation in Practice,Doubtful
4385,4216,PC-0300,NE,Foot,Limited Participation in Practice,Questionable
4386,4216,JC-3518,NE,Hand,Full Participation in Practice,Probable
4387,4216,JF-3150,NE,Hand,Did Not Participate In Practice,Out
4388,4216,DA-0900,NE,Knee,Limited Participation in Practice,Questionable
4389,4216,DH-2950,NE,Knee,Limited Participation in Practice,Questionable
4390,4216,SC-0400,NE,Knee,Limited Participation in Practice,Questionable
4391,4216,JK-1650,NE,Shoulder,Limited Participation in Practice,Questionable
4392,4216,RG-2200,NE,,Did Not Participate In Practice,
4393,4216,CP-0100,NYJ,Abdomen,Limited Participation in Practice,Probable
4394,4216,BG-0500,NYJ,Ankle,Full Participation in Practice,Probable
4395,4216,BM-0300,NYJ,Ankle,Full Participation in Practice,Probable
4396,4216,DM-1550,NYJ,Ankle,Full Participation in Practice,Probable
4397,4216,DH-1400,NYJ,Back,Limited Participation in Practice,Probable
4398,4216,KD-0400,NYJ,Back,Full Participation in Practice,Probable
4399,4216,DM-2350,NYJ,Hamstring,Did Not Participate In Practice,Doubtful
4400,4216,NM-0200,NYJ,Hand,Full Participation in Practice,Probable
4401,4216,GS-1050,NYJ,Illness,Full Participation in Practice,Probable
4402,4216,ED-0200,NYJ,Knee,Full Participation in Practice,Probable
4403,4216,RF-0500,NYJ,Left Thumb,Full Participation in Practice,Probable
4404,4216,QE-0100,NYJ,Neck,Limited Participation in Practice,Questionable
4405,4217,RG-1870,HOU,Achilles,Limited Participation in Practice,Probable
4406,4217,CC-4550,HOU,Ankle,Full Participation in Practice,Probable
4407,4217,KJ-0100,HOU,Ankle,Full Participation in Practice,Probable
4408,4217,AB-1975,HOU,Back,Full Participation in Practice,Probable
4409,4217,JC-5630,HOU,Back,Did Not Participate In Practice,Questionable
4410,4217,WM-0550,HOU,Back,Full Participation in Practice,Probable
4411,4217,XS-0100,HOU,Calf,Full Participation in Practice,Probable
4412,4217,BD-0150,HOU,Chest,Full Participation in Practice,Probable
4413,4217,BH-1900,HOU,Concussion,Limited Participation in Practice,Questionable
4414,4217,DN-0700,HOU,Elbow,Limited Participation in Practice,Probable
4415,4217,CS-1500,HOU,Hamstring,Did Not Participate In Practice,Out
4416,4217,JC-3350,HOU,Hamstring,Full Participation in Practice,Probable
4417,4217,BJ-1950,HOU,Hand,Full Participation in Practice,Probable
4418,4217,JW-1100,HOU,Hand,Full Participation in Practice,Probable
4419,4217,RM-4600,HOU,Illness,Did Not Participate In Practice,Out
4420,4217,CP-1950,HOU,Knee,Full Participation in Practice,Probable
4421,4217,MB-4950,HOU,Shoulder,Full Participation in Practice,Probable
4422,4217,HD-0300,TEN,Ankle,Limited Participation in Practice,Probable
4423,4217,DS-1400,TEN,Hamstring,Limited Participation in Practice,Probable
4424,4217,DW-0500,TEN,Hamstring,Limited Participation in Practice,Probable
4425,4217,MM-0912,TEN,Knee,Did Not Participate In Practice,Out
4426,4217,SH-1000,TEN,Knee,Full Participation in Practice,Probable
4427,4217,KW-2550,TEN,Ribs,Full Participation in Practice,Probable
4428,4218,CE-0650,CLE,Ankle,Limited Participation in Practice,Questionable
4429,4218,AM-0100,CLE,Calf,Limited Participation in Practice,Questionable
4430,4218,GW-1675,CLE,Concussion,Did Not Participate In Practice,Out
4431,4218,DJ-1850,CLE,Hamstring,Limited Participation in Practice,Questionable
4432,4218,JT-1600,CLE,Knee,Limited Participation in Practice,Questionable
4433,4218,IC-0300,CLE,Not Injury Related,Full Participation in Practice,Probable
4434,4218,TG-0025,CLE,Not Injury Related,Full Participation in Practice,Probable
4435,4218,MM-4500,CLE,Ribs,Limited Participation in Practice,Questionable
4436,4218,TC-2450,CLE,Right Groin,Full Participation in Practice,Probable
4437,4218,KW-1550,CLE,Shoulder,Limited Participation in Practice,Questionable
4438,4218,DB-5200,CLE,Thumb,Full Participation in Practice,Probable
4439,4218,RS-2800,CLE,,Full Participation in Practice,
4440,4218,JA-1050,KC,Ankle,Full Participation in Practice,Probable
4441,4218,DT-0850,KC,Concussion,Full Participation in Practice,Probable
4442,4218,HA-0200,KC,Concussion,Did Not Participate In Practice,Out
4443,4218,TK-0150,KC,Groin,Full Participation in Practice,Probable
4444,4218,DF-1350,KC,Knee,Full Participation in Practice,Probable
4445,4218,JH-5500,KC,Knee,Did Not Participate In Practice,Out
4446,4218,SW-0350,KC,Rib,Full Participation in Practice,Probable
4447,4218,TH-0200,KC,Thumb,Did Not Participate In Practice,Questionable
4448,4219,AL-1100,IND,Abdomen,Limited Participation in Practice,Out
4449,4219,CA-0900,IND,Ankle,Limited Participation in Practice,Questionable
4450,4219,MH-1600,IND,Back,Full Participation in Practice,Probable
4451,4219,EW-0100,IND,Foot,Full Participation in Practice,Probable
4452,4219,JM-3775,IND,Groin,Limited Participation in Practice,Questionable
4453,4219,JF-3060,IND,Hamstring,Full Participation in Practice,Probable
4454,4219,WG-0800,IND,Hamstring,Did Not Participate In Practice,Out
4455,4219,DJ-0500,IND,Quadricep,Full Participation in Practice,Probable
4456,4219,DM-2775,IND,Toe,Limited Participation in Practice,Questionable
4457,4219,JD-2550,IND,Toe,Limited Participation in Practice,Probable
4458,4219,DS-2350,IND,,Did Not Participate In Practice,
4459,4219,DP-0350,MIA,Ankle,Limited Participation in Practice,Probable
4460,4219,JJ-1620,MIA,Ankle,Limited Participation in Practice,Questionable
4461,4219,BT-1250,MIA,Calf,Limited Participation in Practice,Probable
4462,4219,EM-1200,MIA,Calf,Did Not Participate In Practice,Doubtful
4463,4219,JS-7050,MIA,Foot,Full Participation in Practice,Probable
4464,4219,MP-2000,MIA,Foot,Did Not Participate In Practice,Questionable
4465,4219,BA-0200,MIA,Knee,Full Participation in Practice,Probable
4466,4219,JL-0215,MIA,Knee,Limited Participation in Practice,Probable
4467,4219,LM-1150,MIA,Quadricep,Full Participation in Practice,Probable
4468,4219,RM-1500,MIA,Ribs,Limited Participation in Practice,Questionable
4469,4219,JJ-0650,MIA,Toe,Limited Participation in Practice,Doubtful
4470,4220,AM-1200,BAL,Ankle,Did Not Participate In Practice,Doubtful
4471,4220,MB-4050,BAL,Back,Did Not Participate In Practice,Out
4472,4220,RW-0150,BAL,Knee,Full Participation in Practice,Probable
4473,4220,DS-2700,BAL,Not Injury Related,Full Participation in Practice,Probable
4474,4220,JS-4300,BAL,Thigh,Full Participation in Practice,Probable
4475,4220,MS-3400,PIT,Knee,Full Participation in Practice,Probable
4476,4220,JH-2100,PIT,Not Injury Related,Full Participation in Practice,Probable
4477,4220,WA-0100,PIT,Not Injury Related,Full Participation in Practice,Probable
4478,4220,WG-0500,PIT,Not Injury Related,Full Participation in Practice,Probable
