player,fname,lname,pname,pos1,pos2,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp,nflid
CT-0025,Charles,Tapper,C.Tapper,DL,,75,271,5/7/1993,4.56,23,34,119,0,0,34.375,11.500,101,Oklahoma,Big 12,2016,NYJ,FUT,0,5,2555245
CT-0050,Carlif,Taylor,C.Taylor,DL,,74,315,12/9/1991,5.42,29,23.5,94,4.65,8.02,0.000,0.000,0,Southern Connecticut State,,2015,INA,INA,0,0,2553851
CT-0100,Chester,Taylor,C.Taylor,RB,,71,213,9/22/1979,4.58,22,33,114,0,0,0.000,0.000,207,Toledo,Mid-American (MAC),2002,INA,INA,0,0,2505181
CT-0200,Chris,Taylor,C.Taylor,RB,,72,220,11/7/1983,4.53,15,34,115,4.24,6.99,0.000,0.000,0,Indiana,Big Ten,2006,INA,INA,0,0,2506670
CT-0250,Cooper,Taylor,C.Taylor,DB,,76,229,4/4/1990,4.49,23,36.5,127,4.29,6.96,0.000,0.000,152,Richmond,Colonial Athletic (CAA),2013,INA,INA,0,0,2540317
CT-0300,Courtney,Taylor,C.Taylor,WR,,75,204,4/7/1984,4.5,0,36,127,4.28,7.22,0.000,0.000,197,Auburn,Southeastern (SEC),2007,INA,INA,0,0,2495755
CT-0400,Curtis,Taylor,C.Taylor,DB,,74,208,7/13/1985,4.64,13,37.5,129,4.23,7.25,0.000,0.000,219,LSU,Southeastern (SEC),2009,INA,INA,0,0,71481
CT-0500,Claude,Terrell,C.Terrell,OL,,74,343,4/20/1982,5.42,27,24.5,89,4.81,8.19,0.000,0.000,134,New Mexico,Mountain West (MWC),2005,INA,INA,0,0,2506471
CT-0600,Craig,Terrill,C.Terrill,DL,,74,294,6/27/1980,5.21,28,26.5,100,4.1,7.39,0.000,0.000,189,Purdue,Big Ten,2004,INA,INA,0,0,2505897
CT-0700,Chris,Terry,C.Terry,OL,,77,295,8/8/1975,5.07,0,31,108,4.41,7.73,0.000,0.000,34,Georgia,Southeastern (SEC),1999,INA,INA,0,0,2503278
CT-0800,Corey,Terry,C.Terry,DL,LB,75,246,3/6/1976,4.79,0,0,0,4.26,7.4,0.000,0.000,250,Tennessee,Southeastern (SEC),1999,INA,INA,0,0,2503279
CT-0900,Cam,Thomas,C.Thomas,DL,,76,335,12/12/1986,5.16,31,29,102,4.78,7.68,0.000,0.000,146,North Carolina,Atlantic Coast (ACC),2010,INA,INA,0,0,496865
CT-0925,Cam,Thomas,C.Thomas,DB,,72,192,5/5/1991,4.62,17,36,122,4.38,7,0.000,0.000,0,Western Kentucky,Conference USA (C-USA),2015,INA,INA,0,0,2553608
CT-0937,Chad,Thomas,C.Thomas,DL,,77,281,10/12/1995,4.92,0,32.5,118,4.83,7.36,33.500,10.250,67,Miami (FL),Atlantic Coast (ACC),2018,CLE,DE,92,3,2560893
CT-0950,Chase,Thomas,C.Thomas,LB,,75,241,6/10/1989,4.87,21,33.5,117,4.31,7.17,0.000,0.000,0,Stanford,Pacific 12,2013,INA,INA,0,0,2539314
CT-1000,Chris,Thomas,C.Thomas,WR,K,72,185,7/16/1971,0,0,0,0,0,0,0.000,0.000,0,Cal Poly,,1995,INA,INA,0,0,2503295
CT-1025,Carlos,Thompson,C.Thompson,LB,,77,243,2/16/1992,4.76,0,38,123,4.54,7.51,0.000,0.000,0,Mississippi,Southeastern (SEC),2015,INA,INA,0,0,2553609
CT-1050,Cedric,Thompson,C.Thompson,DB,,71,211,2/10/1993,4.46,21,40.5,122,4.28,6.94,0.000,0.000,150,Minnesota,Big Ten,2015,INA,INA,0,0,2553229
CT-1100,Chaun,Thompson,C.Thompson,LB,,74,250,5/22/1980,4.58,29,35.5,123,4.22,7.01,0.000,0.000,52,West Texas A&M,,2003,INA,INA,0,0,2505665
CT-1200,Chris,Thompson,C.Thompson,DB,,72,187,5/19/1982,4.5,12,35,117,4.14,7.09,0.000,0.000,150,Nicholls State,Southland,2005,INA,INA,0,0,2506066
CT-1220,Chris,Thompson,C.Thompson,RB,,67,192,10/20/1990,4.42,21,0,0,0,0,30.250,9.250,154,Florida State,Atlantic Coast (ACC),2013,WAS,RB,25,1,2540011
CT-1235,Chris,Thompson,C.Thompson,WR,,71,165,5/9/1994,4.48,6,34.5,121,4.25,7,30.250,9.250,0,Florida,Southeastern (SEC),2017,INA,INA,0,0,2559368
CT-1250,Christian,Thompson,C.Thompson,DB,,72,211,6/4/1990,4.42,18,31.5,122,4.13,7.33,31.500,8.375,130,South Carolina State,Mid-Eastern Athletic (MEAC),2012,INA,INA,0,0,2532998
CT-1275,Colin,Thompson,C.Thompson,TE,,76,255,12/15/1993,5.01,18,28,108,4.65,7.42,0.000,0.000,0,Temple,American Athletic,2017,INA,INA,0,0,2559268
CT-1287,Corey,Thompson,C.Thompson,LB,,73,224,12/23/1993,4.68,19,38,126,4.35,7.09,0.000,0.000,0,LSU,Southeastern (SEC),2018,BUF,WLB,52,1,2561107
CT-1300,Cedric,Thornton,C.Thornton,DL,,75,309,6/21/1988,5.25,23,27,101,4.71,7.7,0.000,0.000,0,Southern Arkansas,,2011,INA,INA,0,0,2495356
CT-1400,Craphonso,Thorpe,C.Thorpe,WR,,72,187,6/27/1983,0,0,0,0,0,0,0.000,0.000,116,Florida State,Atlantic Coast (ACC),2007,INA,INA,0,0,2506454
CT-1500,Charles,Tillman,C.Tillman,DB,,73,198,2/23/1981,4.49,12,40,131,3.89,7.05,0.000,0.000,35,Louisiana-Lafayette,Sun Belt,2003,INA,INA,0,0,2505625
CT-1550,Corey,Tindal,C.Tindal,DB,,69,183,10/12/1991,4.47,9,34.5,116,4.2,6.76,0.000,0.000,0,Marshall,Conference USA (C-USA),2016,INA,INA,0,0,2556779
CT-1600,Carson,Tinker,C.Tinker,LS,OL,72,233,11/15/1989,5.01,17,26,109,0,8.06,0.000,0.000,0,Alabama,Southeastern (SEC),2013,JAC,RES,46,2,2540023
CT-1612,Cameron,Tom,C.Tom,OL,,75,291,6/21/1995,4.89,23,32,116,4.59,7.57,0.000,0.000,0,Southern Mississippi,Conference USA (C-USA),2017,NO,LG,63,2,2559098
CT-1625,Cole,Toner,C.Toner,OL,,77,306,3/13/1994,5.26,24,26.5,104,4.59,7.88,33.125,9.750,170,Harvard,Ivy League,2016,LAC,C,64,3,2555194
CT-1650,Charles,Tuaau,C.Tuaau,DL,,76,322,1/4/1992,5.44,24,24.5,95,4.94,7.9,0.000,0.000,0,Texas A&M-Commerce,,2015,INA,INA,0,0,2553925
CT-1675,Cory,Tucker,C.Tucker,OL,,76,305,11/20/1992,5.24,26,0,0,0,0,0.000,0.000,0,Slippery Rock,,2016,INA,INA,0,0,2556781
CT-1700,Christian,Tupou,C.Tupou,DL,,74,289,5/7/1989,5.38,37,24,92,4.87,8.07,0.000,0.000,0,USC,Pacific 12,2013,INA,INA,0,0,2542036
CU-0025,Colton,Underwood,C.Underwood,DL,,75,260,1/26/1992,4.69,26,36,120,4.43,7.1,0.000,0.000,0,Illinois State,Missouri Valley,2014,INA,INA,0,0,2550465
CU-0050,Courtney,Upshaw,C.Upshaw,DL,LB,74,272,12/13/1989,4.76,22,27,109,4.6,7.32,32.000,9.000,35,Alabama,Southeastern (SEC),2012,INA,INA,0,0,2532964
CU-0150,C.J.,Uzomah,C.Uzomah,TE,,78,262,1/14/1993,4.62,19,31,118,4.57,7.22,34.125,9.375,157,Auburn,Southeastern (SEC),2015,CIN,TE,87,1,2552559
CV-0100,Courtney,Van Buren,C.Van Buren,OL,,78,350,2/22/1980,0,0,0,0,0,0,0.000,0.000,80,Arkansas-Pine Bluff,Southwestern Athletic (SWAC),2003,INA,INA,0,0,505486
CV-0200,Cassius,Vaughn,C.Vaughn,DB,LB,71,195,11/3/1987,4.43,15,38.5,128,4.5,7.23,0.000,0.000,0,Mississippi,Southeastern (SEC),2010,INA,INA,0,0,2507869
CV-0250,Chase,Vaughn,C.Vaughn,LB,,74,242,9/4/1988,4.72,25,36,122,4.52,7.41,0.000,0.000,0,Colorado State,Mountain West (MWC),2014,INA,INA,0,0,2550640
CV-0300,Chip,Vaughn,C.Vaughn,DB,,73,218,10/26/1985,4.42,21,37,125,4.12,7.03,0.000,0.000,0,Wake Forest,Atlantic Coast (ACC),2010,INA,INA,0,0,71503
CV-0350,Corey,Vereen,C.Vereen,LB,,74,251,6/15/1995,4.92,26,28.5,113,4.47,7.5,0.000,0.000,0,Tennessee,Southeastern (SEC),2017,INA,INA,0,0,2559004
CV-0400,Chris,Villarrial,C.Villarrial,OL,,75,318,6/9/1973,0,0,0,0,0,0,0.000,0.000,152,Indiana (PA),,1996,INA,INA,0,0,2503470
CW-0050,Colby,Wadman,C.Wadman,K,,73,208,4/19/1995,4.94,0,30,110,0,0,0.000,0.000,0,California-Davis,Big Sky,2018,DEN,P,3,1,2560944
CW-0100,Cameron,Wake,C.Wake,LB,DL,74,258,1/30/1982,0,0,0,0,0,0,0.000,0.000,0,Penn State,Big Ten,2005,MIA,LDE,91,1,2506314
CW-0200,Craig,Walendy,C.Walendy,RB,,74,228,7/11/1977,0,0,0,0,0,0,0.000,0.000,0,UCLA,Pacific 10,2000,INA,INA,0,0,2503496
CW-0225,Clive,Walford,C.Walford,TE,,76,251,10/1/1991,4.7,20,35,120,4.57,7.32,34.000,10.250,68,Miami (FL),Atlantic Coast (ACC),2015,NYJ,TE,0,3,2552397
CW-0250,Casey,Walker,C.Walker,DL,LB,73,336,12/6/1989,5.06,26,24,93,4.93,8.6,0.000,0.000,0,Oklahoma,Big 12,2013,INA,INA,0,0,2541902
CW-0275,Cavon,Walker,C.Walker,DL,,74,278,7/4/1994,5,31,30,114,4.65,7.48,0.000,0.000,0,Maryland,Big Ten,2018,KC,FUT,0,1,2561285
CW-0300,C.J.,Wallace,C.Wallace,DB,,72,218,4/17/1985,4.69,12,32,108,4.49,0,0.000,0.000,0,Washington,Pacific 10,2007,INA,INA,0,0,2507049
CW-0350,Cleveland,Wallace,C.Wallace,DB,,71,177,1/24/1994,4.69,7,37,123,4.25,6.87,0.000,0.000,0,San Jose State,Mountain West (MWC),2016,INA,INA,0,0,2556701
CW-0400,Cody,Wallace,C.Wallace,OL,,76,300,11/26/1984,5.3,26,30.5,113,4.55,7.45,0.000,0.000,107,Texas A&M,Big 12,2008,INA,INA,0,0,1270
CW-0500,Cooper,Wallace,C.Wallace,TE,,75,258,4/26/1982,4.78,21,29,105,4.22,7.3,0.000,0.000,0,Auburn,Southeastern (SEC),2006,INA,INA,0,0,2506693
CW-0600,Chris,Walsh,C.Walsh,WR,,73,194,12/12/1968,0,0,0,0,0,0,0.000,0.000,251,Stanford,Pacific 10,1992,INA,INA,0,0,2503522
CW-0625,Channing,Ward,C.Ward,DL,,76,279,9/17/1992,4.7,0,26.5,105,4.59,7.46,0.000,0.000,0,Mississippi,Southeastern (SEC),2016,INA,INA,0,0,2556702
CW-0637,Charvarius,Ward,C.Ward,DB,,72,191,5/16/1996,4.45,12,37.5,132,4.56,7.52,0.000,0.000,0,Middle Tennessee,Conference USA (C-USA),2018,KC,LCB,35,3,2561417
CW-0650,Chance,Warmack,C.Warmack,OL,,74,317,9/14/1991,5.49,0,0,110,5.01,7.93,34.750,9.625,10,Alabama,Southeastern (SEC),2013,PHI,RG,67,2,2539194
CW-0700,Chris,Warren,C.Warren,RB,,74,228,1/24/1968,0,0,0,0,0,0,0.000,0.000,89,Ferrum,,1990,INA,INA,0,0,2503542
CW-0725,Chris,Warren,C.Warren,RB,,74,247,6/6/1996,4.69,25,33,121,4.18,6.98,0.000,0.000,0,Texas,Big 12,2018,OAK,RES,34,1,2503542
CW-0750,Charles,Washington,C.Washington,DB,,70,185,3/16/1993,4.48,18,41,125,4.48,7.23,0.000,0.000,0,Fresno State,Mountain West (MWC),2016,DET,RES,45,3,2556703
CW-0800,Chauncey,Washington,C.Washington,RB,,72,221,4/29/1985,4.52,18,36,119,4.58,7.53,0.000,0.000,213,USC,Pacific 10,2008,INA,INA,0,0,953
CW-0825,Corey,Washington,C.Washington,WR,,76,208,12/29/1991,4.52,14,33,125,4.42,6.83,33.000,9.250,0,Newberry,,2014,INA,INA,0,0,2550413
CW-0850,Cornelius,Washington,C.Washington,DL,,76,265,9/10/1989,4.53,36,39,128,4.74,7.47,34.000,9.500,188,Georgia,Southeastern (SEC),2013,INA,INA,0,0,2539232
CW-0875,Carlos,Watkins,C.Watkins,DL,,75,309,12/5/1993,5.01,25,28,108,4.88,7.97,34.625,10.375,142,Clemson,Atlantic Coast (ACC),2017,HOU,DE,91,3,2557877
CW-0900,Chris,Watson,C.Watson,DB,,73,192,6/30/1977,4.34,18,37,124,3.86,6.8,0.000,0.000,67,Eastern Illinois,Ohio Valley,1999,INA,INA,0,0,2503562
CW-1000,Courtney,Watson,C.Watson,LB,,73,246,9/18/1980,4.56,22,36.5,114,4.37,7.4,0.000,0.000,60,Notre Dame,FBS Independents,2004,INA,INA,0,0,2506035
CW-1050,Chris,Watt,C.Watt,OL,,75,310,8/17/1990,5.5,29,28.5,104,4.76,7.67,32.750,9.500,89,Notre Dame,FBS Independents,2014,INA,INA,0,0,2543629
CW-1075,Craig,Watts,C.Watts,OL,,76,335,6/20/1991,5.53,25,25,97,4.93,7.97,0.000,0.000,0,West Texas A&M,,2014,INA,INA,0,0,2550664
CW-1100,Colston,Weatherington,C.Weatherington,DL,,77,289,10/29/1977,4.72,0,0,0,0,0,0.000,0.000,207,Central Missouri State,,2002,INA,INA,0,0,2504664
CW-1200,Corey,Webster,C.Webster,DB,,72,200,3/2/1982,4.51,13,39,124,4.01,6.91,0.000,0.000,43,LSU,Southeastern (SEC),2005,INA,INA,0,0,2506382
CW-1300,Chris,Weinke,C.Weinke,QB,,76,232,7/31/1972,5.2,0,0,0,0,0,0.000,0.000,106,Florida State,Atlantic Coast (ACC),2001,INA,INA,0,0,2504686
CW-1400,Chris,Wells,C.Wells,RB,,73,229,8/7/1988,4.52,25,33.5,128,0,0,0.000,0.000,31,Ohio State,Big Ten,2009,INA,INA,0,0,79661
CW-1425,Carson,Wentz,C.Wentz,QB,,77,237,12/30/1992,4.65,0,30.5,118,4.15,6.86,33.250,10.000,2,North Dakota State,Missouri Valley,2016,PHI,QB,11,3,2555259
CW-1450,Charcandrick,West,C.West,RB,,70,205,6/2/1991,4.46,15,41,130,4.4,7.08,0.000,0.000,0,Abilene Christian,,2014,KC,RB,30,4,2550268
CW-1500,Chastin,West,C.West,WR,,73,216,5/1/1987,4.59,15,33.5,113,4.42,7.12,0.000,0.000,0,Fresno State,Western Athletic,2011,INA,INA,0,0,497332
CW-1525,Christian,Westerman,C.Westerman,OL,,75,298,2/23/1993,5.12,34,25,98,4.71,7.69,33.500,11.875,161,Arizona State,Pacific 12,2016,CIN,LG,63,2,2555131
CW-1550,Chris,Whaley,C.Whaley,DL,,75,269,12/8/1990,5.02,22,0,0,0,0,0.000,0.000,0,Texas,Big 12,2014,INA,INA,0,0,2550417
CW-1575,Chad,Wheeler,C.Wheeler,OL,,79,306,1/19/1994,5.48,15,24,105,4.95,7.95,33.125,9.500,0,USC,Pacific 12,2017,NYG,RT,63,1,2559280
CW-1600,Chris,White,C.White,LB,,74,240,1/15/1989,4.74,17,34,115,4.25,6.95,0.000,0.000,169,Mississippi State,Southeastern (SEC),2011,INA,INA,0,0,2508129
CW-1700,Chris,White,C.White,OL,,74,285,2/28/1983,0,0,0,0,0,0,0.000,0.000,0,UNLV,Mountain West (MWC),2005,INA,INA,0,0,2506293
CW-1800,Clayton,White,C.White,LB,,71,225,12/2/1977,4.84,0,0,0,0,0,0.000,0.000,0,North Carolina State,Atlantic Coast (ACC),2001,INA,INA,0,0,2504508
CW-1820,Cody,White,C.White,OL,,77,315,7/1/1988,5.03,31,33,109,4.59,7.65,0.000,0.000,0,Illinois State,Missouri Valley,2012,INA,INA,0,0,2536060
CW-1850,Corey,White,C.White,DB,,71,205,5/9/1990,4.53,15,37.5,126,4.22,6.72,31.625,9.375,162,Samford,Southern,2012,INA,INA,0,0,2532972
CW-1875,Cody,Whitehair,C.Whitehair,OL,,76,301,7/11/1992,5.02,16,25.5,110,4.58,7.32,32.375,10.125,56,Kansas State,Big 12,2016,CHI,C,65,1,2555132
CW-1900,Charlie,Whitehurst,C.Whitehurst,QB,,77,235,8/6/1982,4.75,0,33,112,4.12,7,0.000,9.125,81,Clemson,Atlantic Coast (ACC),2006,INA,INA,0,0,2495974
CW-1950,Cody,Wichmann,C.Wichmann,OL,,77,319,3/2/1992,4.98,20,27,106,4.75,7.41,0.000,0.000,215,Fresno State,Mountain West (MWC),2015,DAL,FUT,48,2,2553332
CW-1975,Cole,Wick,C.Wick,TE,,78,255,11/30/1993,4.93,14,36.5,125,4.32,7.16,0.000,0.000,0,Incarnate Word,,2016,TEN,RES,89,2,2556708
CW-2000,Casey,Wiegmann,C.Wiegmann,OL,,74,285,7/20/1973,0,0,0,0,0,0,0.000,0.000,0,Iowa,Big Ten,1997,INA,INA,0,0,2503642
CW-2100,Chuck,Wiley,C.Wiley,DL,,74,275,3/6/1975,0,0,0,0,0,0,0.000,0.000,62,LSU,Southeastern (SEC),1999,INA,INA,0,0,2503650
CW-2200,Cadillac,Williams,C.Williams,RB,,71,217,4/21/1982,4.43,19,35.5,118,4.17,6.95,0.000,0.000,5,Auburn,Southeastern (SEC),2005,INA,INA,0,0,2506344
CW-2300,Cary,Williams,C.Williams,DB,,73,190,12/23/1984,4.45,8,32.5,119,4.34,6.94,0.000,0.000,229,Washburn,,2008,INA,INA,0,0,4471
CW-2400,Chad,Williams,C.Williams,DB,,69,207,1/22/1979,4.58,20,36.5,121,0,6.96,0.000,0.000,209,Southern Mississippi,Conference USA (C-USA),2002,INA,INA,0,0,2505182
CW-2450,Chad,Williams,C.Williams,WR,,73,204,10/19/1994,4.43,21,35.5,123,4.21,7.06,32.000,9.750,98,Grambling State,Southwestern Athletic (SWAC),2017,ARI,RWR,10,1,2558208
CW-2500,Charlie,Williams,C.Williams,DB,,72,204,2/2/1972,0,0,0,0,0,0,0.000,0.000,92,Bowling Green,Mid-American (MAC),1995,INA,INA,0,0,2528869
CW-2550,Chase,Williams,C.Williams,LB,,73,230,10/16/1991,4.83,22,32,108,4.38,7.18,0.000,0.000,0,Virginia Tech,Atlantic Coast (ACC),2015,INA,INA,0,0,2554034
CW-2600,Chavis,Williams,C.Williams,LB,,75,227,7/10/1989,4.7,15,30,119,4.38,7.4,0.000,0.000,0,Alabama,Southeastern (SEC),2011,INA,INA,0,0,2530612
CW-2700,Chris,Williams,C.Williams,OL,,78,315,8/26/1985,5.13,21,25,103,4.85,7.95,0.000,0.000,14,Vanderbilt,Southeastern (SEC),2008,INA,INA,0,0,2507466
CW-2750,Chris,Williams,C.Williams,WR,,67,175,9/16/1987,4.34,13,39,127,4.15,6.84,0.000,0.000,0,New Mexico,Mountain West (MWC),2013,INA,INA,0,0,2507654
CW-2800,Clarence,Williams,C.Williams,RB,,69,193,5/16/1977,4.71,19,33.5,108,4.15,6.98,0.000,0.000,0,Michigan,Big Ten,2000,INA,INA,0,0,2503867
CW-2850,Connor,Williams,C.Williams,OL,,77,296,5/12/1997,5.05,26,34,112,4.63,7.83,33.000,10.500,50,Texas,Big 12,2018,DAL,LG,52,1,2560934
CW-2900,Corey,Williams,C.Williams,DL,,76,320,8/17/1980,5.18,25,28,106,4.55,7.97,0.000,0.000,179,Arkansas State,Sun Belt,2004,INA,INA,0,0,2506094
CW-2950,Corey,Willis,C.Willis,WR,,70,175,5/2/1995,4.57,0,33,123,4.13,6.85,29.500,0.000,0,Central Michigan,Mid-American (MAC),2018,INA,INA,0,0,2561290
CW-3000,C.J.,Wilson,C.Wilson,DB,,73,195,4/2/1985,4.62,12,37.5,127,4.2,6.81,0.000,0.000,226,Baylor,Big 12,2007,INA,INA,0,0,2507249
CW-3100,C.J.,Wilson,C.Wilson,DL,,75,305,3/30/1987,4.83,32,33,116,4.5,7.65,0.000,0.000,230,East Carolina,Conference USA (C-USA),2010,INA,INA,0,0,2508068
CW-3150,C.J.,Wilson,C.Wilson,DB,,71,187,11/18/1989,4.34,17,37,126,4.19,6.9,0.000,0.000,0,North Carolina State,Atlantic Coast (ACC),2013,INA,INA,0,0,2541907
CW-3200,Cedrick,Wilson,C.Wilson,WR,,70,183,12/17/1978,4.48,0,38,123,0,0,0.000,0.000,169,Tennessee,Southeastern (SEC),2001,INA,INA,0,0,2504701
CW-3250,Cedrick,Wilson,C.Wilson,WR,,74,197,11/20/1995,4.55,9,37,121,4.23,6.89,31.500,9.750,208,Boise State,Mountain West (MWC),2018,DAL,RES,16,2,2504701
CW-3300,Chris,Wilson,C.Wilson,DL,LB,76,247,7/10/1982,0,0,0,0,0,0,0.000,0.000,0,Northwood College,,2007,INA,INA,0,0,2507022
CW-3350,Clayton,Wilson,C.Wilson,TE,,76,235,8/1/1994,0,0,0,0,0,0,0.000,0.000,0,NW Missouri State,,2018,INA,INA,0,0,2561569
CW-3400,Coy,Wire,C.Wire,DB,LB,72,205,11/7/1978,4.56,28,38.5,120,3.87,6.62,0.000,0.000,97,Stanford,Pacific 10,2002,INA,INA,0,0,2505092
CW-3500,Cory,Withrow,C.Withrow,OL,,74,287,4/5/1975,0,0,0,0,0,0,0.000,0.000,0,Washington State,Pacific 10,2000,INA,INA,0,0,2503775
CW-3550,Cierre,Wood,C.Wood,RB,,71,213,2/21/1991,4.46,16,37.5,124,4.29,6.87,30.875,8.625,0,Notre Dame,FBS Independents,2013,INA,INA,0,0,2540209
CW-3600,Cedric,Woodard,C.Woodard,DL,,74,310,9/5/1977,5.21,23,30.5,109,0,0,0.000,0.000,191,Texas,Big 12,2001,INA,INA,0,0,2504138
CW-3700,Charles,Woodson,C.Woodson,DB,,73,202,10/7/1976,0,0,0,0,0,0,0.000,0.000,4,Michigan,Big Ten,1998,INA,INA,0,0,2503797
CW-3800,Corey,Wootton,C.Wootton,DL,,78,270,6/22/1987,4.92,20,32,108,4.28,7,34.750,10.250,109,Northwestern,Big Ten,2010,INA,INA,0,0,496883
CW-3825,Chris,Worley,C.Worley,LB,,73,238,9/15/1995,4.86,15,29.5,0,4.59,7.08,0.000,0.000,0,Ohio State,Big Ten,2018,CIN,MLB,47,2,2560943
CW-3850,Chris,Wormley,C.Wormley,DL,,77,298,10/25/1993,4.86,23,31.5,110,4.59,7.08,34.125,10.500,74,Michigan,Big Ten,2017,BAL,DT,93,1,2557862
CW-3900,Cameron,Worrell,C.Worrell,DB,,71,199,12/14/1979,0,0,0,0,0,0,0.000,0.000,0,Fresno State,Western Athletic,2003,INA,INA,0,0,2505401
CW-4000,Cornelius,Wortham,C.Wortham,LB,,73,234,1/25/1982,4.71,22,37,110,4.38,0,0.000,0.000,235,Alabama,Southeastern (SEC),2005,INA,INA,0,0,2506567
CW-4025,Cam,Worthy,C.Worthy,WR,,74,213,4/6/1992,4.59,12,0,0,0,0,33.500,10.125,0,East Carolina,American Athletic,2015,INA,INA,0,0,2553628
CW-4050,Chandler,Worthy,C.Worthy,WR,,69,170,9/15/1993,4.39,17,39.5,137,4.17,7.08,0.000,0.000,0,Troy,Sun Belt,2015,INA,INA,0,0,2553787
CW-4075,Carlos,Wray,C.Wray,DL,,74,290,10/3/1993,4.91,26,28.5,108,4.63,7.62,0.000,0.000,0,Duke,Atlantic Coast (ACC),2016,INA,INA,0,0,2556830
CW-4100,Claude,Wroten,C.Wroten,DL,,74,300,9/16/1983,5.08,24,28.5,106,0,0,0.000,0.000,68,LSU,Southeastern (SEC),2006,INA,INA,0,0,2506901
CW-4200,Connor,Wujciak,C.Wujciak,DL,,74,291,9/24/1992,4.9,22,34.5,117,4.27,7.32,0.000,0.000,0,Boston College,Atlantic Coast (ACC),2016,INA,INA,0,0,2556793
CY-0100,Craig,Yeast,C.Yeast,WR,,67,165,11/20/1976,4.47,0,32.5,112,4.14,7.31,0.000,0.000,98,Kentucky,Southeastern (SEC),1999,INA,INA,0,0,2503832
CY-0200,Chris,Young,C.Young,DB,,72,210,1/23/1980,4.63,23,36.5,121,0,0,0.000,0.000,228,Georgia Tech,Atlantic Coast (ACC),2003,INA,INA,0,0,2504999
CY-0250,Chris,Young,C.Young,LB,,72,245,1/9/1992,4.84,15,31.5,106,4.37,7.2,0.000,0.000,0,Arizona State,Pacific 12,2014,INA,INA,0,0,2550607
CY-0300,Christian,Yount,C.Yount,OL,,73,256,7/8/1988,5.08,20,0,0,0,0,0.000,0.000,0,UCLA,Pacific 10,2011,INA,INA,0,0,2530558
CZ-0100,Chris,Ziemann,C.Ziemann,OL,,79,315,9/20/1976,0,0,0,0,0,0,0.000,0.000,0,Michigan,Big Ten,2000,INA,INA,0,0,2503943
DA-0100,Donnie,Abraham,D.Abraham,DB,LB,70,190,10/8/1973,0,0,0,0,0,0,0.000,0.000,71,East Tennessee State,Southern,1996,INA,INA,0,0,2499352
DA-0200,Darvin,Adams,D.Adams,WR,,74,194,1/5/1990,4.56,0,35,117,4.33,6.98,0.000,0.000,0,Auburn,Southeastern (SEC),2011,INA,INA,0,0,2495444
DA-0212,Davante,Adams,D.Adams,WR,TE,73,212,12/24/1992,4.56,14,39.5,127,4.3,6.82,32.625,9.000,53,Fresno State,Mountain West (MWC),2014,GB,RWR,17,1,2543495
DA-0225,Daniel,Adongo,D.Adongo,LB,,78,247,10/12/1989,0,0,0,0,0,0,0.000,0.000,0,None,,2013,INA,INA,0,0,2542272
DA-0250,Danny,Aiken,D.Aiken,OL,,76,252,8/28/1988,5.09,13,32,104,4.67,7.45,0.000,0.000,0,Virginia,Atlantic Coast (ACC),2011,INA,INA,0,0,2530659
DA-0300,David,Akers,D.Akers,K,,70,200,12/9/1974,0,0,0,0,0,0,0.000,0.000,0,Louisville,Conference USA (C-USA),1998,INA,INA,0,0,2499370
DA-0325,Derek,Akunne,D.Akunne,LB,,72,244,8/17/1993,4.62,19,35.5,123,4.24,7.43,0.000,0.000,0,North Texas,Conference USA (C-USA),2015,INA,INA,0,0,2553749
DA-0350,D.J.,Alexander,D.Alexander,LB,,74,233,9/30/1991,4.56,17,34.5,123,4.24,6.97,0.000,0.000,172,Oregon State,Pacific 12,2015,PHI,WLB,57,3,2553442
DA-0400,Dan,Alexander,D.Alexander,RB,,72,257,3/17/1978,4.47,15,34,115,4.16,7.34,0.000,0.000,192,Nebraska,Big 12,2001,INA,INA,0,0,2504736
DA-0500,Danario,Alexander,D.Alexander,WR,,77,221,8/7/1986,4.62,0,0,0,0,0,34.750,10.000,0,Missouri,Big 12,2010,INA,INA,0,0,497262
DA-0550,Deontez,Alexander,D.Alexander,WR,,74,196,7/25/1996,4.37,15,37.5,130,4.08,6.91,0.000,0.000,0,Franklin,,2018,DET,FUT,16,1,2561573
DA-0600,Derrick,Alexander,D.Alexander,WR,,74,195,11/6/1971,0,0,0,0,0,0,0.000,0.000,29,Michigan,Big Ten,1994,INA,INA,0,0,2499385
DA-0650,Dominique,Alexander,D.Alexander,LB,,72,232,4/20/1995,4.76,17,28.5,104,4.57,7.84,0.000,0.000,0,Oklahoma,Big 12,2016,INA,INA,0,0,2556843
DA-0700,Darnell,Alford,D.Alford,OL,,76,328,6/11/1977,5.56,23,25,94,4.98,8.48,0.000,0.000,188,Boston College,Big East,2000,INA,INA,0,0,2504288
DA-0800,David,Allen,D.Allen,RB,,69,195,2/9/1978,4.62,15,31,0,0,0,0.000,0.000,0,Kansas State,Big 12,2003,INA,INA,0,0,2504459
DA-0825,Davonte,Allen,D.Allen,WR,,73,196,3/6/1993,4.57,15,39,128,4.44,6.81,0.000,0.000,0,Marshall,Conference USA (C-USA),2016,INA,INA,0,0,2556459
